641.222,-0.100
641.225,-0.095
641.228,-0.105
641.231,-0.110
641.233,-0.115
641.236,-0.110
641.239,-0.100
641.242,-0.105
641.244,-0.105
641.247,-0.110
641.250,-0.120
641.253,-0.115
641.256,-0.105
641.258,-0.110
641.261,-0.125
641.264,-0.125
641.267,-0.130
641.269,-0.110
641.272,-0.105
641.275,-0.105
641.278,-0.105
641.281,-0.110
641.283,-0.115
641.286,-0.105
641.289,-0.115
641.292,-0.105
641.294,-0.110
641.297,-0.115
641.300,-0.130
641.303,-0.115
641.306,-0.105
641.308,-0.105
641.311,-0.100
641.314,-0.115
641.317,-0.120
641.319,-0.115
641.322,-0.110
641.325,-0.110
641.328,-0.120
641.331,-0.125
641.333,-0.130
641.336,-0.135
641.339,-0.125
641.342,-0.120
641.344,-0.115
641.347,-0.125
641.350,-0.125
641.353,-0.125
641.356,-0.110
641.358,-0.115
641.361,-0.115
641.364,-0.125
641.367,-0.130
641.369,-0.120
641.372,-0.120
641.375,-0.115
641.378,-0.115
641.381,-0.120
641.383,-0.135
641.386,-0.130
641.389,-0.120
641.392,-0.120
641.394,-0.125
641.397,-0.135
641.400,-0.145
641.403,-0.130
641.406,-0.135
641.408,-0.130
641.411,-0.130
641.414,-0.140
641.417,-0.155
641.419,-0.135
641.422,-0.130
