1126.928,0.495
1126.931,0.495
1126.933,0.485
1126.936,0.480
1126.939,0.480
1126.942,0.485
1126.944,0.510
1126.947,0.510
1126.950,0.460
1126.953,0.405
1126.956,0.370
1126.958,0.355
1126.961,0.340
1126.964,0.305
1126.967,0.240
1126.969,0.195
1126.972,0.175
1126.975,0.145
1126.978,0.125
1126.981,0.105
1126.983,0.075
1126.986,0.035
1126.989,0.010
1126.992,0.000
1126.994,-0.025
1126.997,-0.030
1127.000,-0.050
1127.003,-0.050
1127.006,-0.060
1127.008,-0.090
1127.011,-0.090
1127.014,-0.080
1127.017,-0.075
1127.019,-0.090
1127.022,-0.110
1127.025,-0.120
1127.028,-0.090
1127.031,-0.060
1127.033,-0.065
1127.036,-0.090
1127.039,-0.110
1127.042,-0.120
1127.044,-0.110
1127.047,-0.120
1127.050,-0.150
1127.053,-0.150
1127.056,-0.155
1127.058,-0.145
1127.061,-0.130
1127.064,-0.145
1127.067,-0.200
1127.069,-0.240
1127.072,-0.225
1127.075,-0.175
1127.078,-0.120
1127.081,-0.055
1127.083,0.000
1127.086,0.020
1127.089,0.025
1127.092,0.000
1127.094,0.020
1127.097,0.025
1127.100,0.010
1127.103,0.030
1127.106,0.125
1127.108,0.320
1127.111,0.560
1127.114,0.815
1127.117,1.015
1127.119,1.110
1127.122,1.195
1127.125,1.325
1127.128,1.430
