784.014,-0.985
784.017,-0.980
784.019,-0.975
784.022,-0.990
784.025,-0.990
784.028,-0.985
784.031,-0.995
784.033,-0.995
784.036,-0.975
784.039,-0.970
784.042,-0.950
784.044,-0.940
784.047,-0.925
784.050,-0.920
784.053,-0.925
784.056,-0.925
784.058,-0.915
784.061,-0.910
784.064,-0.915
784.067,-0.910
784.069,-0.900
784.072,-0.885
784.075,-0.860
784.078,-0.840
784.081,-0.830
784.083,-0.805
784.086,-0.800
784.089,-0.790
784.092,-0.800
784.094,-0.795
784.097,-0.785
784.100,-0.775
784.103,-0.760
784.106,-0.760
784.108,-0.710
784.111,-0.675
784.114,-0.675
784.117,-0.645
784.119,-0.635
784.122,-0.615
784.125,-0.605
784.128,-0.600
784.131,-0.600
784.133,-0.595
784.136,-0.575
784.139,-0.560
784.142,-0.565
784.144,-0.515
784.147,-0.505
784.150,-0.500
784.153,-0.475
784.156,-0.485
784.158,-0.490
784.161,-0.480
784.164,-0.500
784.167,-0.495
784.169,-0.525
784.172,-0.540
784.175,-0.525
784.178,-0.540
784.181,-0.565
784.183,-0.570
784.186,-0.595
784.189,-0.610
784.192,-0.655
784.194,-0.680
784.197,-0.715
784.200,-0.755
784.203,-0.775
784.206,-0.795
784.208,-0.795
784.211,-0.830
784.214,-0.825
