0.000,0.014,0.049,0.035,0.198,0.032,0.085,0.107,0.083,0.109,0.032,0.056,0.060,0.054,0.028,0.081,0.064,0.240,0.062,0.020
0.014,0.000,0.048,0.033,0.196,0.034,0.085,0.106,0.081,0.109,0.031,0.055,0.058,0.051,0.026,0.080,0.064,0.240,0.060,0.022
0.049,0.048,0.000,0.044,0.190,0.051,0.079,0.095,0.075,0.107,0.044,0.056,0.056,0.053,0.047,0.079,0.061,0.225,0.067,0.044
0.035,0.033,0.044,0.000,0.184,0.034,0.063,0.079,0.059,0.093,0.014,0.032,0.037,0.026,0.029,0.058,0.039,0.221,0.046,0.021
0.198,0.196,0.190,0.184,0.000,0.181,0.173,0.161,0.178,0.160,0.180,0.164,0.167,0.186,0.183,0.181,0.171,0.205,0.190,0.192
0.032,0.034,0.051,0.034,0.181,0.000,0.079,0.087,0.082,0.080,0.029,0.038,0.044,0.051,0.036,0.070,0.051,0.238,0.059,0.028
0.085,0.085,0.079,0.063,0.173,0.079,0.000,0.071,0.041,0.102,0.063,0.062,0.056,0.054,0.065,0.072,0.040,0.187,0.073,0.073
0.107,0.106,0.095,0.079,0.161,0.087,0.071,0.000,0.073,0.068,0.079,0.055,0.054,0.071,0.094,0.065,0.055,0.198,0.083,0.091
0.083,0.081,0.075,0.059,0.178,0.082,0.041,0.073,0.000,0.115,0.060,0.062,0.055,0.049,0.068,0.065,0.047,0.172,0.065,0.069
0.109,0.109,0.107,0.093,0.160,0.080,0.102,0.068,0.115,0.000,0.090,0.068,0.072,0.094,0.101,0.092,0.080,0.248,0.103,0.099
0.032,0.031,0.044,0.014,0.180,0.029,0.063,0.079,0.060,0.090,0.000,0.031,0.033,0.031,0.026,0.060,0.037,0.219,0.048,0.018
0.056,0.055,0.056,0.032,0.164,0.038,0.062,0.055,0.062,0.068,0.031,0.000,0.022,0.035,0.045,0.052,0.030,0.214,0.052,0.042
0.060,0.058,0.056,0.037,0.167,0.044,0.056,0.054,0.055,0.072,0.033,0.022,0.000,0.038,0.048,0.054,0.030,0.208,0.055,0.046
0.054,0.051,0.053,0.026,0.186,0.051,0.054,0.071,0.049,0.094,0.031,0.035,0.038,0.000,0.043,0.042,0.030,0.213,0.033,0.039
0.028,0.026,0.047,0.029,0.183,0.036,0.065,0.094,0.068,0.101,0.026,0.045,0.048,0.043,0.000,0.075,0.051,0.226,0.058,0.027
0.081,0.080,0.079,0.058,0.181,0.070,0.072,0.065,0.065,0.092,0.060,0.052,0.054,0.042,0.075,0.000,0.043,0.214,0.029,0.067
0.064,0.064,0.061,0.039,0.171,0.051,0.040,0.055,0.047,0.080,0.037,0.030,0.030,0.030,0.051,0.043,0.000,0.204,0.047,0.048
0.240,0.240,0.225,0.221,0.205,0.238,0.187,0.198,0.172,0.248,0.219,0.214,0.208,0.213,0.226,0.214,0.204,0.000,0.221,0.229
0.062,0.060,0.067,0.046,0.190,0.059,0.073,0.083,0.065,0.103,0.048,0.052,0.055,0.033,0.058,0.029,0.047,0.221,0.000,0.051
0.020,0.022,0.044,0.021,0.192,0.028,0.073,0.091,0.069,0.099,0.018,0.042,0.046,0.039,0.027,0.067,0.048,0.229,0.051,0.000
