0.000,0.114,0.209,0.068,0.191,0.056,0.101,0.199,0.168,0.245,0.093,0.122,0.204,0.197,0.078,0.173,0.171,0.215,0.105,0.087
0.114,0.000,0.144,0.060,0.192,0.098,0.079,0.099,0.062,0.169,0.060,0.062,0.106,0.108,0.069,0.080,0.076,0.187,0.056,0.032
0.209,0.144,0.000,0.150,0.175,0.187,0.143,0.129,0.125,0.157,0.129,0.106,0.080,0.102,0.153,0.088,0.104,0.148,0.128,0.148
0.068,0.060,0.150,0.000,0.173,0.061,0.071,0.142,0.106,0.197,0.046,0.063,0.142,0.134,0.035,0.111,0.109,0.180,0.043,0.037
0.191,0.192,0.175,0.173,0.000,0.157,0.150,0.187,0.204,0.154,0.162,0.146,0.196,0.209,0.173,0.167,0.186,0.100,0.179,0.176
0.056,0.098,0.187,0.061,0.157,0.000,0.071,0.165,0.141,0.204,0.073,0.100,0.178,0.183,0.080,0.147,0.151,0.194,0.098,0.072
0.101,0.079,0.143,0.071,0.150,0.071,0.000,0.124,0.108,0.171,0.034,0.079,0.126,0.158,0.094,0.109,0.125,0.178,0.096,0.060
0.199,0.099,0.129,0.142,0.187,0.165,0.124,0.000,0.064,0.092,0.122,0.098,0.066,0.106,0.148,0.060,0.076,0.174,0.128,0.116
0.168,0.062,0.125,0.106,0.204,0.141,0.108,0.064,0.000,0.146,0.095,0.083,0.076,0.093,0.117,0.065,0.066,0.194,0.092,0.087
0.245,0.169,0.157,0.197,0.154,0.204,0.171,0.092,0.146,0.000,0.177,0.143,0.125,0.155,0.196,0.113,0.133,0.144,0.184,0.176
0.093,0.060,0.129,0.046,0.162,0.073,0.034,0.122,0.095,0.177,0.000,0.059,0.116,0.135,0.069,0.096,0.105,0.176,0.066,0.040
0.122,0.062,0.106,0.063,0.146,0.100,0.079,0.098,0.083,0.143,0.059,0.000,0.095,0.089,0.060,0.055,0.060,0.135,0.046,0.056
0.204,0.106,0.080,0.142,0.196,0.178,0.126,0.066,0.076,0.125,0.116,0.095,0.000,0.084,0.146,0.050,0.070,0.171,0.121,0.122
0.197,0.108,0.102,0.134,0.209,0.183,0.158,0.106,0.093,0.155,0.135,0.089,0.084,0.000,0.123,0.062,0.040,0.159,0.095,0.124
0.078,0.069,0.153,0.035,0.173,0.080,0.094,0.148,0.117,0.196,0.069,0.060,0.146,0.123,0.000,0.109,0.102,0.167,0.037,0.051
0.173,0.080,0.088,0.111,0.167,0.147,0.109,0.060,0.065,0.113,0.096,0.055,0.050,0.062,0.109,0.000,0.032,0.139,0.085,0.093
0.171,0.076,0.104,0.109,0.186,0.151,0.125,0.076,0.066,0.133,0.105,0.060,0.070,0.040,0.102,0.032,0.000,0.150,0.075,0.093
0.215,0.187,0.148,0.180,0.100,0.194,0.178,0.174,0.194,0.144,0.176,0.135,0.171,0.159,0.167,0.139,0.150,0.000,0.165,0.179
0.105,0.056,0.128,0.043,0.179,0.098,0.096,0.128,0.092,0.184,0.066,0.046,0.121,0.095,0.037,0.085,0.075,0.165,0.000,0.051
0.087,0.032,0.148,0.037,0.176,0.072,0.060,0.116,0.087,0.176,0.040,0.056,0.122,0.124,0.051,0.093,0.093,0.179,0.051,0.000
