0.000,0.027,0.064,0.035,0.083,0.040,0.082,0.135,0.093,0.055,0.065,0.050,0.037,0.114,0.076,0.082,0.059,0.259,0.057,0.032
0.027,0.000,0.038,0.029,0.065,0.016,0.069,0.111,0.072,0.042,0.047,0.028,0.018,0.091,0.053,0.061,0.036,0.236,0.033,0.010
0.064,0.038,0.000,0.044,0.039,0.035,0.055,0.073,0.038,0.059,0.029,0.017,0.029,0.056,0.018,0.031,0.012,0.199,0.011,0.033
0.035,0.029,0.044,0.000,0.052,0.043,0.047,0.107,0.063,0.070,0.033,0.030,0.019,0.084,0.051,0.052,0.038,0.229,0.038,0.022
0.083,0.065,0.039,0.052,0.000,0.070,0.029,0.060,0.018,0.095,0.025,0.039,0.047,0.036,0.024,0.012,0.033,0.178,0.038,0.057
0.040,0.016,0.035,0.043,0.070,0.000,0.078,0.107,0.073,0.029,0.053,0.032,0.029,0.091,0.053,0.064,0.038,0.234,0.033,0.022
0.082,0.069,0.055,0.047,0.029,0.078,0.000,0.080,0.040,0.107,0.027,0.050,0.052,0.054,0.046,0.033,0.049,0.193,0.054,0.060
0.135,0.111,0.073,0.107,0.060,0.107,0.080,0.000,0.044,0.125,0.076,0.085,0.097,0.026,0.059,0.056,0.076,0.127,0.079,0.104
0.093,0.072,0.038,0.063,0.018,0.073,0.040,0.044,0.000,0.096,0.032,0.045,0.056,0.021,0.021,0.012,0.037,0.167,0.041,0.064
0.055,0.042,0.059,0.070,0.095,0.029,0.107,0.125,0.096,0.000,0.081,0.058,0.056,0.113,0.076,0.089,0.062,0.249,0.057,0.049
0.065,0.047,0.029,0.033,0.025,0.053,0.027,0.076,0.032,0.081,0.000,0.025,0.030,0.052,0.026,0.021,0.025,0.199,0.029,0.037
0.050,0.028,0.017,0.030,0.039,0.032,0.050,0.085,0.045,0.058,0.025,0.000,0.014,0.065,0.026,0.035,0.010,0.209,0.009,0.021
0.037,0.018,0.029,0.019,0.047,0.029,0.052,0.097,0.056,0.056,0.030,0.014,0.000,0.076,0.039,0.045,0.023,0.222,0.022,0.011
0.114,0.091,0.056,0.084,0.036,0.091,0.054,0.026,0.021,0.113,0.052,0.065,0.076,0.000,0.039,0.032,0.056,0.147,0.060,0.084
0.076,0.053,0.018,0.051,0.024,0.053,0.046,0.059,0.021,0.076,0.026,0.026,0.039,0.039,0.000,0.016,0.017,0.184,0.021,0.046
0.082,0.061,0.031,0.052,0.012,0.064,0.033,0.056,0.012,0.089,0.021,0.035,0.045,0.032,0.016,0.000,0.028,0.179,0.033,0.053
0.059,0.036,0.012,0.038,0.033,0.038,0.049,0.076,0.037,0.062,0.025,0.010,0.023,0.056,0.017,0.028,0.000,0.200,0.006,0.030
0.259,0.236,0.199,0.229,0.178,0.234,0.193,0.127,0.167,0.249,0.199,0.209,0.222,0.147,0.184,0.179,0.200,0.000,0.204,0.230
0.057,0.033,0.011,0.038,0.038,0.033,0.054,0.079,0.041,0.057,0.029,0.009,0.022,0.060,0.021,0.033,0.006,0.204,0.000,0.028
0.032,0.010,0.033,0.022,0.057,0.022,0.060,0.104,0.064,0.049,0.037,0.021,0.011,0.084,0.046,0.053,0.030,0.230,0.028,0.000
