54.286,-0.385
54.289,-0.390
54.292,-0.410
54.294,-0.415
54.297,-0.405
54.300,-0.405
54.303,-0.400
54.306,-0.425
54.308,-0.420
54.311,-0.430
54.314,-0.420
54.317,-0.425
54.319,-0.395
54.322,-0.375
54.325,-0.395
54.328,-0.410
54.331,-0.400
54.333,-0.405
54.336,-0.435
54.339,-0.460
54.342,-0.480
54.344,-0.480
54.347,-0.445
54.350,-0.410
54.353,-0.375
54.356,-0.305
54.358,-0.240
54.361,-0.160
54.364,-0.060
54.367,0.015
54.369,0.060
54.372,0.090
54.375,0.120
54.378,0.185
54.381,0.285
54.383,0.370
54.386,0.420
54.389,0.410
54.392,0.375
54.394,0.310
54.397,0.240
54.400,0.180
54.403,0.105
54.406,-0.005
54.408,-0.120
54.411,-0.260
54.414,-0.355
54.417,-0.390
54.419,-0.405
54.422,-0.445
54.425,-0.475
54.428,-0.505
54.431,-0.505
54.433,-0.515
54.436,-0.495
54.439,-0.475
54.442,-0.455
54.444,-0.450
54.447,-0.400
54.450,-0.365
54.453,-0.330
54.456,-0.305
54.458,-0.300
54.461,-0.315
54.464,-0.335
54.467,-0.350
54.469,-0.375
54.472,-0.395
54.475,-0.425
54.478,-0.445
54.481,-0.455
54.483,-0.450
54.486,-0.450
