930.572,0.220
930.575,-0.305
930.578,-0.740
930.581,-1.040
930.583,-1.150
930.586,-1.150
930.589,-1.085
930.592,-1.025
930.594,-0.970
930.597,-0.950
930.600,-0.960
930.603,-0.980
930.606,-1.020
930.608,-1.030
930.611,-1.050
930.614,-1.045
930.617,-1.035
930.619,-1.030
930.622,-1.025
930.625,-1.015
930.628,-1.015
930.631,-1.010
930.633,-1.005
930.636,-1.005
930.639,-1.015
930.642,-1.010
930.644,-1.010
930.647,-1.005
930.650,-1.000
930.653,-0.980
930.656,-0.960
930.658,-0.955
930.661,-0.925
930.664,-0.915
930.667,-0.900
930.669,-0.910
930.672,-0.925
930.675,-0.920
930.678,-0.940
930.681,-0.945
930.683,-0.965
930.686,-0.980
930.689,-0.975
930.692,-0.980
930.694,-0.985
930.697,-0.975
930.700,-0.975
930.703,-0.965
930.706,-0.970
930.708,-0.975
930.711,-0.985
930.714,-1.005
930.717,-1.020
930.719,-1.045
930.722,-1.050
930.725,-1.050
930.728,-1.055
930.731,-1.050
930.733,-1.065
930.736,-1.065
930.739,-1.075
930.742,-1.090
930.744,-1.115
930.747,-1.140
930.750,-1.150
930.753,-1.145
930.756,-1.150
930.758,-1.160
930.761,-1.145
930.764,-1.145
930.767,-1.140
930.769,-1.150
930.772,-1.170
