393.378,-0.680
393.381,-0.675
393.383,-0.650
393.386,-0.630
393.389,-0.605
393.392,-0.575
393.394,-0.580
393.397,-0.610
393.400,-0.630
393.403,-0.650
393.406,-0.655
393.408,-0.655
393.411,-0.655
393.414,-0.630
393.417,-0.600
393.419,-0.565
393.422,-0.575
393.425,-0.610
393.428,-0.645
393.431,-0.655
393.433,-0.670
393.436,-0.655
393.439,-0.660
393.442,-0.685
393.444,-0.685
393.447,-0.635
393.450,-0.520
393.453,-0.360
393.456,-0.195
393.458,-0.075
393.461,-0.010
393.464,0.015
393.467,0.025
393.469,0.085
393.472,0.230
393.475,0.455
393.478,0.690
393.481,0.890
393.483,0.940
393.486,0.810
393.489,0.470
393.492,0.000
393.494,-0.485
393.497,-0.920
393.500,-1.205
393.503,-1.385
393.506,-1.470
393.508,-1.525
393.511,-1.545
393.514,-1.605
393.517,-1.650
393.519,-1.705
393.522,-1.745
393.525,-1.755
393.528,-1.750
393.531,-1.715
393.533,-1.675
393.536,-1.635
393.539,-1.580
393.542,-1.535
393.544,-1.490
393.547,-1.420
393.550,-1.310
393.553,-1.175
393.556,-1.040
393.558,-0.930
393.561,-0.820
393.564,-0.740
393.567,-0.660
393.569,-0.665
393.572,-0.670
393.575,-0.700
393.578,-0.695
