11.436,-0.940
11.439,-0.910
11.442,-0.895
11.444,-0.890
11.447,-0.885
11.450,-0.875
11.453,-0.880
11.456,-0.885
11.458,-0.890
11.461,-0.895
11.464,-0.905
11.467,-0.910
11.469,-0.915
11.472,-0.895
11.475,-0.890
11.478,-0.870
11.481,-0.860
11.483,-0.865
11.486,-0.870
11.489,-0.860
11.492,-0.860
11.494,-0.865
11.497,-0.865
11.500,-0.850
11.503,-0.840
11.506,-0.810
11.508,-0.800
11.511,-0.750
11.514,-0.690
11.517,-0.585
11.519,-0.400
11.522,-0.170
11.525,0.080
11.528,0.340
11.531,0.610
11.533,0.895
11.536,1.185
11.539,1.405
11.542,1.535
11.544,1.475
11.547,1.205
11.550,0.725
11.553,0.125
11.556,-0.515
11.558,-1.120
11.561,-1.525
11.564,-1.670
11.567,-1.615
11.569,-1.430
11.572,-1.220
11.575,-1.040
11.578,-0.945
11.581,-0.925
11.583,-0.945
11.586,-0.980
11.589,-0.965
11.592,-0.970
11.594,-0.940
11.597,-0.925
11.600,-0.915
11.603,-0.890
11.606,-0.885
11.608,-0.885
11.611,-0.890
11.614,-0.890
11.617,-0.900
11.619,-0.905
11.622,-0.915
11.625,-0.915
11.628,-0.910
11.631,-0.915
11.633,-0.915
11.636,-0.910
