0.000,0.114,0.214,0.089,0.192,0.232,0.103,0.201,0.185,0.246,0.116,0.123,0.204,0.198,0.090,0.173,0.174,0.215,0.109,0.087
0.114,0.000,0.148,0.089,0.194,0.253,0.084,0.101,0.106,0.172,0.097,0.065,0.106,0.110,0.087,0.081,0.079,0.187,0.069,0.032
0.214,0.148,0.000,0.180,0.183,0.326,0.155,0.130,0.173,0.170,0.170,0.118,0.087,0.116,0.175,0.098,0.104,0.151,0.147,0.153
0.089,0.089,0.180,0.000,0.178,0.178,0.080,0.167,0.108,0.200,0.047,0.078,0.156,0.141,0.037,0.123,0.140,0.195,0.051,0.071
0.192,0.194,0.183,0.178,0.000,0.263,0.150,0.192,0.213,0.155,0.171,0.146,0.197,0.209,0.175,0.167,0.191,0.104,0.180,0.176
0.232,0.253,0.326,0.178,0.263,0.000,0.217,0.305,0.204,0.287,0.173,0.236,0.293,0.279,0.198,0.266,0.297,0.309,0.217,0.239
0.103,0.084,0.155,0.080,0.150,0.217,0.000,0.135,0.123,0.171,0.059,0.079,0.129,0.158,0.097,0.111,0.135,0.182,0.096,0.064
0.201,0.101,0.130,0.167,0.192,0.305,0.135,0.000,0.126,0.106,0.157,0.107,0.070,0.115,0.166,0.069,0.076,0.175,0.142,0.120
0.185,0.106,0.173,0.108,0.213,0.204,0.123,0.126,0.000,0.155,0.096,0.106,0.114,0.112,0.121,0.098,0.127,0.215,0.103,0.118
0.246,0.172,0.170,0.200,0.155,0.287,0.171,0.106,0.155,0.000,0.183,0.144,0.128,0.155,0.197,0.114,0.143,0.149,0.184,0.178
0.116,0.097,0.170,0.047,0.171,0.173,0.059,0.157,0.096,0.183,0.000,0.082,0.138,0.145,0.073,0.116,0.144,0.195,0.076,0.081
0.123,0.065,0.118,0.078,0.146,0.236,0.079,0.107,0.106,0.144,0.082,0.000,0.097,0.089,0.069,0.056,0.074,0.137,0.050,0.058
0.204,0.106,0.087,0.156,0.197,0.293,0.129,0.070,0.114,0.128,0.138,0.097,0.000,0.086,0.155,0.051,0.074,0.172,0.127,0.122
0.198,0.110,0.116,0.141,0.209,0.279,0.158,0.115,0.112,0.155,0.145,0.089,0.086,0.000,0.126,0.063,0.060,0.162,0.096,0.125
0.090,0.087,0.175,0.037,0.175,0.198,0.097,0.166,0.121,0.197,0.073,0.069,0.155,0.126,0.000,0.117,0.126,0.177,0.040,0.069
0.173,0.081,0.098,0.123,0.167,0.266,0.111,0.069,0.098,0.114,0.116,0.056,0.051,0.063,0.117,0.000,0.047,0.141,0.090,0.093
0.174,0.079,0.104,0.140,0.191,0.297,0.135,0.076,0.127,0.143,0.144,0.074,0.074,0.060,0.126,0.047,0.000,0.151,0.097,0.097
0.215,0.187,0.151,0.195,0.104,0.309,0.182,0.175,0.215,0.149,0.195,0.137,0.172,0.162,0.177,0.141,0.151,0.000,0.171,0.179
0.109,0.069,0.147,0.051,0.180,0.217,0.096,0.142,0.103,0.184,0.076,0.050,0.127,0.096,0.040,0.090,0.097,0.171,0.000,0.062
0.087,0.032,0.153,0.071,0.176,0.239,0.064,0.120,0.118,0.178,0.081,0.058,0.122,0.125,0.069,0.093,0.097,0.179,0.062,0.000
