0.000,0.014,0.049,0.036,0.198,0.032,0.085,0.107,0.083,0.109,0.032,0.056,0.060,0.054,0.029,0.086,0.064,0.240,0.070,0.020
0.014,0.000,0.048,0.034,0.196,0.034,0.085,0.107,0.082,0.109,0.031,0.055,0.059,0.052,0.026,0.084,0.064,0.240,0.068,0.023
0.049,0.048,0.000,0.045,0.190,0.051,0.080,0.096,0.076,0.107,0.044,0.056,0.056,0.054,0.047,0.083,0.061,0.225,0.074,0.045
0.036,0.034,0.045,0.000,0.184,0.035,0.063,0.079,0.059,0.093,0.014,0.032,0.039,0.026,0.031,0.068,0.039,0.222,0.061,0.021
0.198,0.196,0.190,0.184,0.000,0.181,0.173,0.161,0.178,0.160,0.180,0.164,0.167,0.186,0.183,0.184,0.171,0.206,0.193,0.192
0.032,0.034,0.051,0.035,0.181,0.000,0.079,0.087,0.083,0.080,0.029,0.038,0.044,0.051,0.037,0.076,0.051,0.238,0.068,0.028
0.085,0.085,0.080,0.063,0.173,0.079,0.000,0.071,0.042,0.102,0.063,0.062,0.057,0.055,0.065,0.078,0.040,0.187,0.081,0.073
0.107,0.107,0.096,0.079,0.161,0.087,0.071,0.000,0.074,0.068,0.079,0.055,0.055,0.071,0.094,0.072,0.055,0.198,0.091,0.091
0.083,0.082,0.076,0.059,0.178,0.083,0.042,0.074,0.000,0.116,0.060,0.062,0.058,0.049,0.070,0.077,0.048,0.174,0.079,0.069
0.109,0.109,0.107,0.093,0.160,0.080,0.102,0.068,0.116,0.000,0.091,0.069,0.072,0.095,0.101,0.096,0.080,0.248,0.108,0.099
0.032,0.031,0.044,0.014,0.180,0.029,0.063,0.079,0.060,0.091,0.000,0.031,0.034,0.032,0.028,0.067,0.037,0.220,0.060,0.018
0.056,0.055,0.056,0.032,0.164,0.038,0.062,0.055,0.062,0.069,0.031,0.000,0.023,0.036,0.045,0.060,0.030,0.215,0.062,0.042
0.060,0.059,0.056,0.039,0.167,0.044,0.057,0.055,0.058,0.072,0.034,0.023,0.000,0.040,0.048,0.058,0.031,0.208,0.062,0.047
0.054,0.052,0.054,0.026,0.186,0.051,0.055,0.071,0.049,0.095,0.032,0.036,0.040,0.000,0.044,0.055,0.030,0.214,0.052,0.039
0.029,0.026,0.047,0.031,0.183,0.037,0.065,0.094,0.070,0.101,0.028,0.045,0.048,0.044,0.000,0.078,0.051,0.226,0.065,0.028
0.086,0.084,0.083,0.068,0.184,0.076,0.078,0.072,0.077,0.096,0.067,0.060,0.058,0.055,0.078,0.000,0.053,0.214,0.030,0.073
0.064,0.064,0.061,0.039,0.171,0.051,0.040,0.055,0.048,0.080,0.037,0.030,0.031,0.030,0.051,0.053,0.000,0.204,0.059,0.049
0.240,0.240,0.225,0.222,0.206,0.238,0.187,0.198,0.174,0.248,0.220,0.215,0.208,0.214,0.226,0.214,0.204,0.000,0.223,0.230
0.070,0.068,0.074,0.061,0.193,0.068,0.081,0.091,0.079,0.108,0.060,0.062,0.062,0.052,0.065,0.030,0.059,0.223,0.000,0.062
0.020,0.023,0.045,0.021,0.192,0.028,0.073,0.091,0.069,0.099,0.018,0.042,0.047,0.039,0.028,0.073,0.049,0.230,0.062,0.000
