963.506,-0.310
963.508,-0.330
963.511,-0.340
963.514,-0.340
963.517,-0.350
963.519,-0.355
963.522,-0.340
963.525,-0.355
963.528,-0.345
963.531,-0.350
963.533,-0.345
963.536,-0.365
963.539,-0.360
963.542,-0.360
963.544,-0.360
963.547,-0.360
963.550,-0.355
963.553,-0.350
963.556,-0.345
963.558,-0.345
963.561,-0.345
963.564,-0.340
963.567,-0.340
963.569,-0.340
963.572,-0.345
963.575,-0.345
963.578,-0.350
963.581,-0.335
963.583,-0.290
963.586,-0.195
963.589,-0.070
963.592,0.070
963.594,0.225
963.597,0.365
963.600,0.525
963.603,0.670
963.606,0.810
963.608,0.940
963.611,0.975
963.614,0.905
963.617,0.715
963.619,0.450
963.622,0.225
963.625,0.065
963.628,-0.020
963.631,-0.070
963.633,-0.095
963.636,-0.105
963.639,-0.160
963.642,-0.210
963.644,-0.265
963.647,-0.305
963.650,-0.325
963.653,-0.340
963.656,-0.340
963.658,-0.320
963.661,-0.315
963.664,-0.300
963.667,-0.315
963.669,-0.320
963.672,-0.335
963.675,-0.345
963.678,-0.355
963.681,-0.370
963.683,-0.385
963.686,-0.375
963.689,-0.360
963.692,-0.360
963.694,-0.350
963.697,-0.345
963.700,-0.345
963.703,-0.345
963.706,-0.355
